408481,-343518
408583,-343465
408685,-343466
408787,-343477
408889,-343518
408991,-343483
409093,-343448
409195,-343527
409297,-343496
409399,-343489
409501,-343426
409603,-343309
409705,-343436
409807,-343571
409909,-343496
410011,-343519
410113,-343496
410215,-343387
410317,-343334
410419,-343403
410521,-343420
410623,-343479
410725,-343568
410827,-343447
410929,-343484
411031,-343547
411133,-343448
411235,-343541
411337,-343506
411439,-343377
411541,-343474
411643,-343491
411745,-343528
411847,-343513
411949,-343418
412051,-343469
412153,-343412
412255,-343451
412357,-343576
412459,-343513
412561,-343496
412663,-343403
412765,-343510
412867,-343519
412969,-343534
413071,-343473
413173,-343510
413275,-343613
413377,-343530
413479,-343483
413581,-343504
413683,-343469
413785,-343436
413887,-343393
413989,-343346
414091,-343351
414193,-343510
414295,-343589
414397,-343474
414499,-343447
414601,-343412
414703,-343457
414805,-343414
414907,-343413
415009,-343474
415111,-343451
415213,-343422
415315,-343455
415417,-343602
415519,-343643
415621,-343614
415723,-343491
415825,-343418
415927,-343477
416029,-343478
416131,-343407
416233,-343502
416335,-343423
416437,-343398
416539,-343449
416641,-343422
416743,-343351
416845,-343416
416947,-343485
417049,-343458
417151,-343429
417253,-343432
417355,-343407
417457,-343466
417559,-343443
417661,-343394
417763,-343567
417865,-343480
417967,-343443
418069,-343414
418171,-343433
418273,-343586
418375,-343585
418477,-343450
418579,-343527
418681,-343546
418783,-343451
418885,-343400
418987,-343429
419089,-343384
419191,-343429
419293,-343532
419395,-343495
419497,-343492
419599,-343385
419701,-343424
419803,-343363
419905,-343306
420007,-343351
420109,-343466
420211,-343439
420313,-343388
420415,-343419
420517,-343424
420619,-343421
420721,-343402
420823,-343381
420925,-343406
421027,-343343
421129,-343326
421231,-343357
421333,-343458
421435,-343451
421537,-343444
421639,-343443
421741,-343392
421843,-343431
421945,-343420
422047,-343425
422149,-343492
422251,-343479
422353,-343454
422455,-343425
422557,-343398
422659,-343347
422761,-343388
422863,-343415
422965,-343408
423067,-343377
423169,-343444
423271,-343535
423373,-343434
423475,-343427
423577,-343418
423679,-343417
423781,-343390
423883,-343439
423985,-343446
424087,-343371
424189,-343354
424291,-343363
424393,-343462
424495,-343571
424597,-343448
424699,-343419
424801,-343490
424903,-343495
425005,-343502
425107,-343443
425209,-343344
425311,-343373
425413,-343452
425515,-343413
425617,-343330
425719,-343435
425821,-343480
425923,-343467
426025,-343422
426127,-343407
426229,-343452
426331,-343489
426433,-343436
426535,-343475
426637,-343528
426739,-343529
426841,-343464
426943,-343477
427045,-343468
427147,-343455
427249,-343390
427351,-343369
427453,-343502
