323821,-285868
323923,-285781
324025,-285814
324127,-285963
324229,-286038
324331,-286025
324433,-285990
324535,-286075
324637,-286200
324739,-286183
324841,-286166
324943,-286179
325045,-285934
325147,-285955
325249,-285886
325351,-285949
325453,-285924
325555,-285983
325657,-286104
325759,-286069
325861,-286102
325963,-286121
326065,-286070
326167,-286061
326269,-286054
326371,-285911
326473,-285880
326575,-285941
326677,-286008
326779,-285967
326881,-286006
326983,-286195
327085,-286224
327187,-286257
327289,-286250
327391,-286107
327493,-285982
327595,-285885
327697,-285990
327799,-285991
327901,-286082
328003,-286059
328105,-286140
328207,-286229
328309,-286270
328411,-286145
328513,-286154
328615,-286173
328717,-286144
328819,-285981
328921,-285828
329023,-285789
329125,-285820
329227,-285903
329329,-286038
329431,-286187
329533,-286224
329635,-286247
329737,-286212
329839,-286121
329941,-286078
330043,-286051
330145,-285952
330247,-285879
330349,-285846
330451,-286031
330553,-286136
330655,-286095
330757,-286088
330859,-286149
330961,-286202
331063,-286153
331165,-285982
331267,-285999
331369,-286018
331471,-285901
331573,-285888
331675,-285901
331777,-285992
331879,-286059
331981,-286180
332083,-286189
332185,-286130
332287,-286161
332389,-286164
332491,-286143
332593,-285958
332695,-285915
332797,-285912
332899,-285861
333001,-285944
333103,-286121
333205,-286170
333307,-286289
333409,-286210
333511,-286169
333613,-286234
333715,-286211
333817,-286008
333919,-285933
334021,-285920
334123,-285859
334225,-285982
334327,-286105
334429,-286170
334531,-286179
334633,-286176
334735,-286167
334837,-286194
334939,-286065
335041,-285958
335143,-285951
335245,-285868
335347,-285909
335449,-285890
335551,-285973
335653,-286036
335755,-286079
335857,-286264
335959,-286211
336061,-286128
336163,-286123
336265,-286176
336367,-286175
336469,-286012
336571,-285903
336673,-285944
336775,-286003
336877,-286110
336979,-286015
337081,-285952
337183,-286075
337285,-286236
337387,-286257
337489,-286174
337591,-286089
337693,-286052
337795,-285903
337897,-285854
337999,-286025
338101,-286088
338203,-286103
338305,-286128
338407,-286091
338509,-286090
338611,-286197
338713,-286228
338815,-286077
338917,-286038
339019,-286039
339121,-285996
339223,-285901
339325,-286042
339427,-286033
339529,-286048
339631,-286215
339733,-286268
339835,-286255
339937,-286214
340039,-286155
340141,-286010
340243,-285955
340345,-285934
340447,-285893
340549,-286052
340651,-286039
340753,-285920
340855,-285967
340957,-286050
341059,-286167
