1204591,-360671
1204693,-360774
1204795,-360721
1204897,-360734
1204999,-360755
1205101,-360678
1205203,-360635
1205305,-360722
1205407,-360769
1205509,-360674
1205611,-360729
1205713,-360698
1205815,-360687
1205917,-360684
1206019,-360617
1206121,-360646
1206223,-360633
1206325,-360580
1206427,-360615
1206529,-360624
1206631,-360721
1206733,-360790
1206835,-360799
1206937,-360696
1207039,-360625
1207141,-360632
1207243,-360705
1207345,-360652
1207447,-360695
1207549,-360768
1207651,-360679
1207753,-360580
1207855,-360583
1207957,-360694
1208059,-360733
1208161,-360730
1208263,-360785
1208365,-360778
1208467,-360707
1208569,-360766
1208671,-360805
1208773,-360718
1208875,-360695
1208977,-360760
1209079,-360843
1209181,-360828
1209283,-360759
1209385,-360646
1209487,-360759
1209589,-360756
1209691,-360711
1209793,-360778
1209895,-360695
1209997,-360674
1210099,-360721
1210201,-360686
1210303,-360657
1210405,-360704
1210507,-360689
1210609,-360670
1210711,-360635
1210813,-360706
1210915,-360709
1211017,-360608
1211119,-360647
1211221,-360728
1211323,-360695
1211425,-360660
1211527,-360677
1211629,-360690
1211731,-360711
1211833,-360690
1211935,-360735
1212037,-360878
1212139,-360831
1212241,-360680
1212343,-360675
1212445,-360750
1212547,-360777
1212649,-360670
1212751,-360689
1212853,-360734
1212955,-360723
1213057,-360720
1213159,-360773
1213261,-360778
1213363,-360745
1213465,-360708
1213567,-360685
1213669,-360712
1213771,-360651
1213873,-360630
1213975,-360605
1214077,-360662
1214179,-360649
1214281,-360616
1214383,-360781
1214485,-360708
1214587,-360645
1214689,-360586
1214791,-360597
1214893,-360680
1214995,-360729
1215097,-360700
1215199,-360713
1215301,-360688
1215403,-360731
1215505,-360672
1215607,-360659
1215709,-360728
1215811,-360753
1215913,-360738
1216015,-360645
1216117,-360676
1216219,-360607
1216321,-360572
1216423,-360513
1216525,-360576
1216627,-360597
1216729,-360682
1216831,-360721
1216933,-360660
1217035,-360693
1217137,-360732
1217239,-360689
1217341,-360638
1217443,-360695
1217545,-360736
1217647,-360715
1217749,-360668
1217851,-360651
1217953,-360752
1218055,-360711
1218157,-360688
1218259,-360631
1218361,-360680
1218463,-360765
1218565,-360774
1218667,-360777
1218769,-360748
1218871,-360667
1218973,-360814
1219075,-360745
