105360,-396395,460997,-248021,-290673
105468,-396806,461360,-248466,-290104
105576,-397077,461777,-248871,-289471
105684,-396998,461690,-249024,-289462
105792,-396629,461577,-248959,-289741
105900,-396206,461400,-248670,-290154
106008,-395693,461133,-248517,-290559
106116,-395232,460796,-248402,-290844
106224,-394585,460419,-247977,-291251
106332,-394032,460196,-247706,-291594
106440,-393761,460175,-247697,-291919
106548,-394572,460434,-248108,-291840
106656,-395447,460991,-248761,-291381
106764,-396230,461878,-249548,-290536
106872,-397023,462785,-250125,-289347
106980,-397602,463600,-250364,-289158
107088,-397691,463269,-250239,-289339
107196,-397070,462630,-249718,-289776
107304,-396441,462017,-249123,-290215
107412,-396220,461716,-248610,-290368
107520,-396195,461577,-248333,-290277
107628,-396266,461480,-248496,-290264
107736,-396299,461417,-248535,-290283
107844,-396514,461416,-248676,-290078
107952,-396671,461541,-248795,-289885
108060,-396786,461588,-249010,-289624
108168,-396797,461731,-249195,-289373
108276,-396756,461856,-249178,-289348
108384,-396415,461641,-249089,-289683
108492,-395904,461302,-248694,-290258
108600,-395441,461045,-248331,-290675
108708,-395214,460982,-248154,-290920
108816,-395269,461085,-248279,-290877
108924,-395572,461564,-248900,-290640
109032,-396043,462129,-249259,-290239
109140,-396564,462552,-249384,-289854
109248,-397075,462771,-249633,-289713
109356,-397160,462954,-249724,-289608
109464,-397129,462967,-249651,-289545
109572,-397004,462924,-249378,-289772
109680,-396783,462753,-249019,-289995
109788,-396478,462198,-248756,-290216
109896,-396287,461803,-248425,-290485
110004,-396162,461712,-248324,-290544
110112,-395983,461663,-248097,-290485
110220,-395808,461848,-248120,-290506
110328,-395859,462179,-248265,-290443
110436,-395954,462890,-248772,-290216
110544,-397623,464251,-249851,-289615
110652,-399604,466386,-251506,-288432
110760,-401725,469615,-253513,-286755
110868,-402436,472436,-254464,-286704
110976,-401997,472877,-254499,-287951
111084,-401784,472686,-254500,-288860
111192,-401779,471141,-254547,-289287
111300,-402190,469802,-254556,-289052
111408,-402523,468767,-254389,-288467
111516,-400768,466204,-253144,-288998
111624,-396117,463807,-246933,-290975
111732,-392906,464464,-246246,-291472
111840,-397447,469143,-249085,-289655
111948,-401824,476962,-252798,-285970
112056,-402835,480599,-252509,-285595
112164,-402772,480310,-249042,-293266
112272,-402909,479917,-245637,-294183
112380,-403104,476396,-242180,-294144
112488,-403143,473879,-242423,-294021
112596,-403066,485968,-246250,-294016
112704,-403029,475659,-251173,-294055
112812,-403002,468794,-254386,-294122
112920,-403003,473945,-254619,-294091
113028,-403012,483906,-254558,-294090
113136,-396361,493281,-254617,-294043
113244,-384346,494284,-254606,-294046
113352,-397973,490265,-254517,-294129
113460,-396884,490696,-254604,-294078
113568,-399769,477079,-254663,-293977
113676,-401732,475644,-254644,-294018
113784,-402309,481175,-254513,-294113
113892,-402856,484524,-253906,-294152
114000,-403039,479675,-244027,-294077
114108,-403030,473636,-244326,-294096
114216,-403107,478889,-254051,-294145
114324,-403052,472360,-254556,-294126
114432,-403131,468353,-254563,-294119
114540,-403118,470238,-254540,-294046
114648,-403117,471715,-254501,-293985
114756,-398606,474644,-254520,-293994
114864,-390409,476379,-254551,-294073
114972,-400652,479670,-254600,-294088
115080,-401643,482025,-254491,-294139
115188,-398758,483932,-254550,-294114
115296,-397721,472627,-254605,-294053
115404,-399684,477750,-254632,-294058
115512,-401755,484369,-254565,-294033
115620,-402846,487198,-254500,-293956
115728,-403083,481165,-244131,-294065
115836,-403196,472566,-253266,-294132
115944,-403279,468261,-254493,-293989
116052,-403258,467524,-254592,-293932
116160,-403169,470499,-254589,-294091
116268,-401996,481062,-254582,-293880
116376,-391741,483481,-254573,-293833
116484,-391342,480022,-254562,-294094
116592,-383717,472903,-254573,-294161
116700,-368840,468680,-254524,-294100
116808,-393239,474207,-254571,-294059
116916,-402946,471988,-254640,-294088
117024,-403181,468233,-254615,-294027
117132,-403186,477282,-254650,-294158
117240,-403093,480219,-254595,-294111
117348,-403192,488422,-251820,-294046
117456,-403243,485867,-242537,-294093
117564,-403216,480018,-250948,-294014
117672,-403115,481647,-254331,-293995
117780,-395776,481270,-254412,-294038
117888,-383235,477447,-254625,-293985
117996,-398624,477754,-254612,-294104
118104,-398445,475305,-254535,-294045
118212,-400094,474770,-254612,-293986
118320,-400949,475729,-254681,-294129
118428,-402202,486702,-254540,-294222
118536,-402941,490103,-251097,-294117
118644,-403174,486006,-239280,-294074
118752,-403169,476137,-249843,-294069
118860,-403152,475020,-254448,-294128
118968,-403191,478239,-254577,-294119
119076,-403056,476624,-254562,-294136
119184,-396187,485753,-254605,-294103
119292,-385796,481108,-254716,-294114
119400,-399393,480857,-254605,-294085
119508,-395078,477990,-254572,-294086
